id,user_id,from_account,to_account,amount,currency,recipient_name,recipient_is_new,status,risk_score,created_at,_is_fraud
4179,403,AL8580723096951341,AL3525145546522697,214.72,CHF,William Mclaughlin,True,ALLOWED,0.001,2026-04-16 19:28:55.924883,0
4180,337,AL0225025366982665,AL1266153590947437,782.92,ALL,Johnathan Morris,False,ALLOWED,0.222,2026-04-17 21:26:54.925883,0
4181,252,AL3402318695194634,AL1508771763057003,20.93,ALL,Samantha Weber,False,ALLOWED,0.099,2026-05-21 08:17:55.925883,0
4182,17,AL8929385766677185,AL3787539244757938,110.7,EUR,Joseph Lewis IV,False,HELD,0.002,2025-10-13 19:38:36.926882,0
4183,358,AL3078138098116050,AL7104564593454995,1166.19,CHF,Jessica Reyes,False,ALLOWED,0.095,2025-09-23 08:09:33.926882,0
4184,138,AL6862708878543961,AL5107983337679365,130.29,ALL,William Mason,False,ALLOWED,0.143,2026-05-21 13:32:10.927930,0
4185,169,AL6727681682707610,AL1475592264901348,132.78,ALL,Justin Dickerson Jr.,False,ALLOWED,0.174,2025-10-19 19:33:20.927930,0
4186,157,AL0059540608892127,AL9066504826895364,534.03,EUR,Jill Snyder,False,ALLOWED,0.277,2026-04-04 05:17:45.928949,0
4187,405,AL4227816437274078,AL7585007030351490,561.71,ALL,Christopher Espinoza,False,ALLOWED,0.017,2025-09-09 11:19:32.928949,0
4188,217,AL8867461550573522,AL8924087074528481,1357.98,EUR,Michael Wallace,False,ALLOWED,0.234,2025-11-06 07:57:21.929929,0
4189,70,AL8048489403245413,AL2332116405843232,361.3,ALL,Charles Anderson,False,ALLOWED,0.327,2025-06-21 09:04:29.929929,0
4190,262,AL3525145546522697,AL2942284375640005,866.1,ALL,Jacob Hill,False,ALLOWED,0.125,2026-04-14 11:01:32.930929,0
4191,217,AL8867461550573522,AL0487687681827940,215.72,ALL,Misty Anderson,False,ALLOWED,0.306,2026-04-12 03:29:14.930929,0
4192,101,AL0648364597447314,AL5426705922803471,135.62,ALL,Willie Simpson,False,ALLOWED,0.124,2025-07-20 10:18:02.931928,0
4193,394,AL3778797978895793,AL9951713308535045,2416.93,EUR,David Ross,True,ALLOWED,0.111,2026-01-24 14:05:01.931928,0
4194,318,AL0284955450045542,AL6220078151478939,237.67,EUR,Brandon Davenport,True,ALLOWED,0.215,2026-01-29 17:28:08.932927,0
4195,207,AL6140672323224872,AL5618450852330988,609.24,ALL,Scott Garcia DVM,False,ALLOWED,0.229,2025-07-01 00:09:16.932927,0
4196,50,AL9938798636336553,AL9079727146462666,75.06,EUR,Christopher Graham,True,ALLOWED,0.113,2026-01-18 03:16:42.933957,0
4197,334,AL2477934303241789,AL2961182712226997,12.01,EUR,Mrs. Diane Lee,True,ALLOWED,0.255,2025-07-03 11:29:49.933983,0
4198,403,AL8580723096951341,AL5107983337679365,210.25,ALL,Nancy Warner,False,ALLOWED,0.261,2025-07-24 04:15:01.933983,0
4199,30,AL1266153590947437,AL6727681682707610,604.16,ALL,Patricia Brown,False,ALLOWED,0.134,2025-09-20 22:38:50.934985,0
4200,341,AL5014669837083797,AL4764361506607470,1315.03,USD,Felicia Smith,False,REQUIRE_2FA,0.337,2025-12-26 15:05:51.934985,0
4201,495,AL6549896311931205,AL3817993027163765,152.63,ALL,Michael Flores,False,ALLOWED,0.012,2026-01-12 11:49:57.935984,0
4202,327,AL0060293739846493,AL5579341643644421,238.95,USD,Amy Edwards,False,ALLOWED,0.098,2025-09-27 22:14:20.935984,0
4203,429,AL1104029890661949,AL4002021906317979,945.35,ALL,Stacey Roberts,False,REQUIRE_2FA,0.315,2026-05-03 00:58:39.936984,0
4204,127,AL7987484183938542,AL3487686345076757,619.7,ALL,Mrs. Shelly Mclaughlin,False,ALLOWED,0.149,2025-08-24 11:00:55.936984,0
4205,4,AL6550573603492249,AL5660282231138020,232.45,EUR,Kristin Cunningham,False,ALLOWED,0.106,2026-02-04 02:31:53.937983,0
4206,192,AL2184965525695995,AL8423531842771007,82.79,EUR,John White,True,BLOCKED,0.112,2025-10-29 10:18:14.937983,0
4207,62,AL9079727146462666,AL3890414643323360,280.81,EUR,Judy Ruiz,False,ALLOWED,0.242,2025-10-17 14:24:43.938983,0
4208,458,AL5923479047082596,AL2650437396148277,197.33,EUR,Jamie Baxter Jr.,True,REQUIRE_2FA,0.063,2026-02-10 23:56:35.938983,0
4209,212,AL9456591792247977,AL3569195193660263,249.49,ALL,Kristi Ellis,False,ALLOWED,0.177,2026-05-22 16:57:20.940032,0
4210,326,AL6873836500199490,AL4718216761134921,2595.59,ALL,Henry Lewis,True,ALLOWED,0.065,2025-12-17 16:12:05.940032,0
4211,69,AL6224271835137215,AL6261439082066101,94.43,EUR,Jonathon Marsh,True,ALLOWED,0.155,2025-07-28 14:37:27.941034,0
4212,438,AL8205378939132963,AL1143903729799147,347.03,ALL,Timothy Cannon,False,ALLOWED,0.05,2026-02-23 21:01:51.941034,0
4213,3,AL8226618180777647,AL4676687842265029,0.84,EUR,Emily Butler,True,ALLOWED,0.988,2026-04-17 23:09:45.941034,1
4214,483,AL2953056921950146,AL3547957584349610,243.5,ALL,Lydia Jones,False,ALLOWED,0.088,2026-04-21 05:30:16.942033,0
4215,88,AL4337297131231047,AL3155042175679868,794.28,ALL,Rachel Thomas,False,ALLOWED,0.196,2025-08-21 07:03:51.942033,0
4216,458,AL5923479047082596,AL4556189188734818,244.66,GBP,Walter Clayton,False,REQUIRE_2FA,0.274,2025-12-27 18:32:19.943033,0
4217,337,AL0225025366982665,AL3078138098116050,1103.41,EUR,Melanie Freeman,False,ALLOWED,0.116,2025-10-05 21:06:23.943033,0
4218,125,AL0055220631392821,AL3699344075357068,178.68,ALL,Michael Brown,False,ALLOWED,0.004,2025-07-01 11:38:25.944032,0
4219,353,AL3631544492250155,AL5639529940551681,166.12,ALL,Edward Sanchez,False,ALLOWED,0.174,2025-08-10 01:35:52.944032,0
4220,423,AL6881365415705959,AL9695003718242440,3176.81,EUR,Elizabeth Phillips,False,REQUIRE_2FA,0.097,2025-07-26 20:54:33.945032,0
4221,314,AL8858348374226437,AL2255477272403947,354.12,ALL,Michael Murray,True,ALLOWED,0.193,2026-03-03 11:56:07.945032,0
4222,416,AL3265399169401691,AL0950112363722238,508.22,ALL,Morgan Farmer,False,ALLOWED,0.316,2026-01-28 02:53:22.946032,0
4223,380,AL1475592264901348,AL6494119192036476,454.85,EUR,Ronald King,False,ALLOWED,0.044,2025-06-07 17:31:50.946080,0
4224,423,AL6881365415705959,AL6220078151478939,31947.4,CHF,Christopher Harris,True,REQUIRE_2FA,0.69,2026-05-17 15:47:48.946080,1
4225,333,AL9653384711216652,AL5477814646631988,402.68,ALL,Brandy Walter,True,HELD,0.337,2026-05-11 14:39:57.947083,0
4226,368,AL8920640293266385,AL7918018796655528,1766.71,EUR,Nicholas Douglas,True,ALLOWED,0.031,2025-08-15 18:24:36.947083,0
4227,13,AL5639529940551681,AL6550573603492249,37.78,ALL,Bruce Oneal,False,HELD,0.042,2025-11-10 19:20:29.948082,0
4228,278,AL4628188179538512,AL0452562849037829,378.53,GBP,Maria Miranda,False,ALLOWED,0.098,2025-07-27 20:03:37.948082,0
4229,384,AL4482303058499055,AL0515564467834351,1373.77,EUR,Brian Cooper,False,ALLOWED,0.212,2025-05-25 22:51:32.949081,0
4230,378,AL1889277789401880,AL8423531842771007,119.29,ALL,Timothy Schwartz,False,ALLOWED,0.189,2025-07-13 00:59:53.949081,0
4231,485,AL9776363627572781,AL8962924852036721,156.16,ALL,Jose Schneider,False,ALLOWED,0.314,2025-10-30 16:40:53.950081,0
4232,283,AL2921403827436532,AL2195018216837417,26.93,USD,Eric Williams MD,False,ALLOWED,0.142,2026-02-15 01:34:17.950081,0
4233,351,AL0095386661070712,AL5742483091682321,110.86,ALL,Kendra Hernandez,False,ALLOWED,0.074,2025-12-23 18:14:23.951080,0
4234,86,AL7313136172872510,AL7481322331758710,659.49,ALL,Laura Smith,True,ALLOWED,0.199,2025-05-27 17:27:01.951080,0
4235,108,AL6826000958008115,AL1579382757752589,29.75,ALL,Valerie Flores,False,REQUIRE_2FA,0.029,2025-06-20 01:02:56.952128,0
4236,329,AL8716656956538476,AL5914936172586413,623.97,CHF,Kathryn Brown,True,ALLOWED,0.052,2025-08-01 15:20:18.952128,0
4237,44,AL0117642052568402,AL9317111895666597,452.65,ALL,Christopher French,False,ALLOWED,0.327,2026-01-18 22:45:11.953131,0
4238,383,AL1042075944803728,AL3951129196983812,1335.99,EUR,Miranda Montgomery,False,HELD,0.725,2025-10-01 02:42:56.953131,1
4239,494,AL1506013674137073,AL9394642792727747,292.41,USD,Nicole Gregory,False,REQUIRE_2FA,0.248,2025-10-17 08:59:02.954130,0
4240,1,AL5319764854420580,AL8048489403245413,117.95,ALL,Katherine Wagner,False,REQUIRE_2FA,0.263,2025-09-05 17:21:14.954130,0
4241,474,AL7168148018179444,AL4548054268500463,725.33,ALL,Crystal Smith,False,ALLOWED,0.264,2025-12-29 09:03:33.955129,0
4242,163,AL7684004291821214,AL2717490920758105,0.57,ALL,Kyle Brown,False,HELD,0.622,2025-09-04 04:48:20.955129,1
4243,75,AL9695003718242440,AL5597969658809687,1693.54,EUR,Kelly Burgess,False,ALLOWED,0.219,2025-12-03 16:38:12.956129,0
4244,246,AL4086020907558810,AL5223529486327329,1.32,ALL,Martha Stanley,False,REQUIRE_2FA,0.928,2025-06-29 18:47:57.956129,1
4245,54,AL1640412871858735,AL0295923135837629,3.38,ALL,Shannon Russell,False,BLOCKED,0.14,2025-07-21 14:33:44.957183,0
4246,442,AL5818486170288030,AL0055220631392821,48.89,ALL,Kimberly Gray,False,ALLOWED,0.106,2025-10-26 15:24:05.957183,0
4247,180,AL9661759463018736,AL5661522914427473,670.54,EUR,Jason Brown,False,ALLOWED,0.119,2025-07-09 05:22:23.958185,0
4248,357,AL3857998999611738,AL9350959335857277,285.96,ALL,Erin Carpenter,False,ALLOWED,0.3,2026-01-23 03:17:17.958185,0
4249,253,AL6530787464332961,AL3787539244757938,117.65,ALL,Roy Hall,False,ALLOWED,0.17,2025-08-09 09:51:16.958185,0
4250,142,AL4106679487280596,AL8875240244092544,209.07,ALL,Justin Jones,False,ALLOWED,0.031,2025-09-12 08:57:44.959184,0
4251,289,AL4319050696689825,AL9025031901115392,520.73,ALL,Alicia Ryan,True,ALLOWED,0.09,2025-06-15 07:50:37.959184,0
4252,71,AL2053329642880960,AL3473032321917769,72.81,ALL,Erin Becker,False,ALLOWED,0.302,2026-04-10 21:52:52.960184,0
4253,492,AL3694131470726876,AL7045123698100512,399.75,CHF,Mary Patel,False,ALLOWED,0.181,2025-11-08 06:34:23.960184,0
4254,186,AL8144513916640021,AL0487701221917562,142.61,EUR,Thomas Thompson,True,ALLOWED,0.093,2026-05-01 21:09:40.961197,0
4255,342,AL8716818187171592,AL6783843139778263,1149.76,ALL,Kimberly Sanchez,False,ALLOWED,0.151,2026-01-18 08:59:58.961197,0
4256,473,AL0447412536935825,AL0900470223932111,163.51,EUR,Rebecca Arroyo,False,ALLOWED,0.196,2025-07-21 10:56:57.962248,0
4257,319,AL9064235616908637,AL0950112363722238,495.32,EUR,David Walter,True,ALLOWED,0.319,2026-04-03 02:44:24.962248,0
4258,479,AL4498701466213799,AL1637086429343241,192.66,EUR,Jose Johnson,False,ALLOWED,0.176,2026-03-14 17:42:03.963264,0
4259,56,AL4556189188734818,AL5011905309087718,516.81,USD,Linda Taylor,False,ALLOWED,0.342,2025-08-02 22:35:22.963264,0
4260,105,AL9119914613363427,AL4498701466213799,24.71,EUR,Carlos Hall,False,ALLOWED,0.224,2026-01-11 08:36:31.964263,0
4261,26,AL7413071395457268,AL3126851974593016,2010.52,ALL,Amanda Sims,False,BLOCKED,0.165,2025-08-26 05:44:06.964263,0
4262,357,AL3857998999611738,AL0288108158753768,127.63,ALL,Brian Brown,False,ALLOWED,0.243,2025-09-09 21:53:07.965263,0
4263,240,AL8768195427960473,AL7238639352145838,2650.07,ALL,Brian Brown,True,BLOCKED,0.866,2026-05-15 16:25:17.965263,1
4264,190,AL6871587338051800,AL8054410347422649,462.61,ALL,Sarah Cooper,False,REQUIRE_2FA,0.305,2025-10-25 18:41:50.966262,0
4265,107,AL0515564467834351,AL9394642792727747,796.45,ALL,Rhonda Brown,False,ALLOWED,0.096,2025-06-14 13:47:36.966262,0
4266,267,AL8054410347422649,AL6535026301830754,1.34,ALL,Jill Conner,True,BLOCKED,0.788,2025-06-12 10:21:46.967309,1
4267,403,AL8580723096951341,AL6629504935678155,96.02,GBP,Rebecca Ramsey,False,ALLOWED,0.024,2025-08-16 20:56:27.967309,0
4268,133,AL5560316057920700,AL7183647611852119,260.13,USD,Aaron Richards,True,ALLOWED,0.25,2026-04-23 19:15:21.968325,0
4269,266,AL8770472477843364,AL7276536999253998,129.87,ALL,Michelle Harvey,True,ALLOWED,0.346,2025-08-14 07:33:10.968325,0
4270,471,AL5477814646631988,AL7749250254964467,127.14,ALL,Melissa Curry,False,ALLOWED,0.175,2025-11-19 03:48:53.969324,0
4271,330,AL0665745672342333,AL5135316612267797,140.9,GBP,Nicole Anderson,True,ALLOWED,0.1,2025-08-05 10:04:24.969324,0
4272,490,AL2730510125920132,AL5645433960970759,236.45,EUR,Brian Potts,False,ALLOWED,0.328,2025-10-26 08:04:22.970326,0
4273,271,AL7276536999253998,AL8929385766677185,2095.97,ALL,Jeanne Elliott,True,BLOCKED,0.861,2025-05-23 10:11:45.970326,1
4274,224,AL1813681283270888,AL2717490920758105,207.75,ALL,Matthew Sanders,False,ALLOWED,0.153,2026-04-08 02:21:12.970326,0
4275,356,AL2658000376266174,AL6862708878543961,1701.68,ALL,Mary Villegas,False,ALLOWED,0.256,2025-05-27 07:22:42.971326,0
4276,13,AL5639529940551681,AL5676191464290297,26.26,ALL,John Stone,False,ALLOWED,0.216,2025-12-21 19:36:31.971326,0
4277,379,AL5618450852330988,AL6102159242072568,667.49,ALL,Alisha Wilson,True,ALLOWED,0.023,2025-08-09 08:15:38.972379,0
4278,57,AL5426705922803471,AL2332116405843232,873.28,ALL,Abigail Wiley,False,ALLOWED,0.22,2026-04-27 21:09:36.972379,0
4279,117,AL5304192401207992,AL4996662800688633,410.08,ALL,Jason Morgan,True,ALLOWED,0.176,2025-09-18 15:47:49.973398,0
4280,122,AL8730940994700261,AL3951129196983812,303.09,EUR,Dr. Lisa Davis DDS,False,ALLOWED,0.164,2025-09-16 23:54:16.973398,0
4281,108,AL6826000958008115,AL6827603389854370,12.89,ALL,Louis Fuller,False,ALLOWED,0.27,2025-08-04 17:06:04.974395,0
4282,245,AL4987087358950660,AL8929385766677185,396.94,ALL,Maureen Patrick,False,ALLOWED,0.126,2026-01-24 11:52:01.974395,0
4283,313,AL3129614141656422,AL0122106912596754,27.51,ALL,Joseph Alexander,False,ALLOWED,0.198,2025-12-03 10:28:48.975397,0
4284,460,AL6365262991791792,AL6122363356089656,426.51,GBP,Christopher York,False,REQUIRE_2FA,0.153,2025-12-25 11:15:05.975397,0
4285,480,AL9465638265503056,AL5854985146256057,195.09,EUR,Curtis Nelson,False,ALLOWED,0.172,2025-08-26 13:46:33.976393,0
4286,419,AL2745714042922012,AL4556189188734818,804.36,EUR,Mary Paul,False,ALLOWED,0.109,2025-09-10 17:30:55.976393,0
4287,124,AL2690749581195512,AL0095386661070712,367.81,ALL,Jason Rodriguez,True,ALLOWED,0.31,2026-03-12 02:44:40.977451,0
4288,480,AL9465638265503056,AL3547957584349610,142.84,ALL,Mark Stephens,False,ALLOWED,0.155,2026-03-01 02:40:15.977451,0
4289,488,AL0223946649207628,AL0666798796657054,198.29,ALL,Christopher Castillo,False,ALLOWED,0.027,2025-06-08 08:24:48.977451,0
4290,383,AL1042075944803728,AL1702565891966067,195.15,ALL,Lori Villarreal,False,ALLOWED,0.127,2026-04-30 19:12:53.978466,0
4291,448,AL5107983337679365,AL5754450919054548,199.0,ALL,Terry Frazier,False,ALLOWED,0.024,2025-12-28 16:44:01.978466,0
4292,478,AL5575259551020484,AL5880721503525471,278.81,EUR,John Sanchez,False,REQUIRE_2FA,0.347,2025-08-06 19:40:09.979465,0
4293,120,AL9435115857146300,AL6143407400565778,285.41,ALL,Mark Hess,False,ALLOWED,0.233,2025-12-16 06:19:33.979465,0
4294,216,AL2035120014676692,AL5645433960970759,224.14,ALL,Thomas Young,False,ALLOWED,0.085,2026-03-01 20:09:39.980467,0
4295,439,AL0455745869276505,AL8904297356440438,10.46,EUR,Lisa Edwards,False,ALLOWED,0.021,2025-05-25 14:24:12.980467,0
4296,409,AL5597969658809687,AL3592912308838788,1195.16,CHF,Jerry Davis,True,ALLOWED,0.348,2025-07-27 09:36:22.981464,0
4297,154,AL2328108923559404,AL3951129196983812,2395.19,ALL,Bradley Williamson,False,ALLOWED,0.037,2025-07-14 22:52:22.981464,0
4298,363,AL0558813210051117,AL9865317064795543,182.93,ALL,Stephen Stanley,False,ALLOWED,0.287,2025-10-21 22:19:12.982519,0
4299,1,AL5319764854420580,AL3867485634830334,61.06,GBP,Mary Brooks,False,ALLOWED,0.132,2026-02-04 14:31:12.982519,0
4300,415,AL5188090463207043,AL9333306022275939,0.58,ALL,Caitlin Brown,True,REQUIRE_2FA,0.644,2026-01-09 20:41:23.982519,1
4301,311,AL6970003393082978,AL3292797711777450,63.93,CHF,Jessica Mckenzie,False,ALLOWED,0.326,2025-06-18 22:01:18.983538,0
4302,478,AL5575259551020484,AL5707126031272020,1142.4,EUR,Darren Figueroa MD,False,ALLOWED,0.34,2025-11-27 08:54:20.983538,0
4303,251,AL5622352351511220,AL1740281450195214,155.35,ALL,Melissa Perez,False,ALLOWED,0.235,2025-12-23 19:26:45.984537,0
4304,310,AL1017720381741956,AL5477814646631988,542.53,ALL,Paul Garner,False,ALLOWED,0.289,2026-04-16 12:16:15.984537,0
4305,405,AL4227816437274078,AL4293840812889473,818.86,EUR,Desiree Kelly,False,ALLOWED,0.106,2026-02-03 13:25:46.985537,0
4306,101,AL0648364597447314,AL8770472477843364,67.62,ALL,Rachel Flores,True,ALLOWED,0.128,2025-06-17 00:30:50.985537,0
4307,279,AL5914936172586413,AL1475592264901348,816.19,EUR,Katelyn Lewis,False,HELD,0.122,2025-12-30 06:51:37.986533,0
4308,167,AL1891627413570968,AL2812197562089005,32.91,GBP,Krista Raymond,False,ALLOWED,0.031,2025-06-06 07:03:28.986533,0
4309,304,AL5346328460081794,AL7952822883797061,167.5,EUR,Victoria Brown,True,ALLOWED,0.043,2026-03-21 03:51:17.986533,0
4310,126,AL0815969333364743,AL2193034639693636,155.93,USD,Anna Carter,False,ALLOWED,0.301,2026-03-23 16:57:45.987587,0
4311,472,AL0059079487286056,AL8152171660175192,1044.28,ALL,Vanessa Chen,False,ALLOWED,0.283,2025-10-20 06:24:16.987587,0
4312,206,AL5782696112179557,AL8205378939132963,47.06,USD,Keith Serrano,False,ALLOWED,0.087,2026-03-08 05:08:48.988601,0
4313,415,AL5188090463207043,AL3155042175679868,301.98,GBP,Randall Church,False,ALLOWED,0.07,2025-10-20 19:45:14.988601,0
4314,432,AL4883256179853374,AL3473032321917769,417.64,ALL,Dennis Owens,True,ALLOWED,0.124,2026-01-27 00:08:23.989603,0
4315,280,AL1738796513830256,AL9827197698810924,179.67,GBP,Amanda Smith,True,ALLOWED,0.076,2025-06-06 10:38:10.989603,0
4316,298,AL4603208475896348,AL6771722119334755,76.37,USD,Eric Frank,False,REQUIRE_2FA,0.032,2025-08-29 10:01:47.990599,0
4317,2,AL0517697394393047,AL0095386661070712,148.73,ALL,Diane Haynes,False,ALLOWED,0.328,2026-01-06 14:34:41.990599,0
4318,169,AL6727681682707610,AL5167530664775084,132.31,USD,Kelli Mitchell,False,ALLOWED,0.099,2025-10-18 17:24:11.991600,0
4319,242,AL8425896753448570,AL2961182712226997,897.74,ALL,Amy Hughes,False,ALLOWED,0.048,2026-03-25 15:43:37.991600,0
4320,18,AL2335373431622796,AL6675827018466621,68.43,ALL,Donna Fisher,False,ALLOWED,0.125,2025-08-07 05:07:36.992655,0
4321,106,AL9091536784932356,AL0487701221917562,385.37,ALL,Julie Benson,False,ALLOWED,0.008,2025-10-18 14:19:35.992655,0
4322,225,AL5116929330446114,AL2484037554256869,859.96,ALL,Amy Roberts,True,REQUIRE_2FA,0.243,2026-04-11 07:33:58.993670,0
4323,178,AL7585007030351490,AL1825012558170211,96.84,ALL,Noah Frazier,False,ALLOWED,0.234,2025-11-18 14:31:21.993670,0
4324,131,AL2484037554256869,AL0235257801096575,42.08,ALL,Victoria Johnson,False,ALLOWED,0.101,2025-12-28 08:13:08.994670,0
4325,78,AL1514310591428492,AL5579341643644421,188.69,ALL,Linda Stephens,False,ALLOWED,0.232,2026-05-15 02:07:23.994670,0
4326,384,AL4482303058499055,AL1282742357698762,596.08,ALL,Elizabeth Russo,False,ALLOWED,0.204,2025-06-11 06:26:26.995670,0
4327,44,AL0117642052568402,AL8888374889541655,239.2,GBP,Stephen Adams,True,ALLOWED,0.254,2026-01-10 23:27:29.995670,0
4328,443,AL9071856762855305,AL5310360952919234,53.69,CHF,Cassidy Chapman,True,ALLOWED,0.135,2025-12-28 22:49:19.996669,0
4329,150,AL7952822883797061,AL4764361506607470,153.46,EUR,Brian Lozano,False,ALLOWED,0.097,2026-03-14 17:38:17.996669,0
4330,415,AL5188090463207043,AL0288015697206595,158.79,EUR,David Randall,False,REQUIRE_2FA,0.102,2025-10-19 14:05:47.996669,0
4331,125,AL0055220631392821,AL4774448323131070,186.14,CHF,Jacqueline Wilkins,True,ALLOWED,0.287,2025-09-21 16:52:50.997720,0
4332,154,AL2328108923559404,AL3005311876806725,719.51,EUR,Kimberly Taylor,False,ALLOWED,0.199,2025-09-08 05:00:10.997720,0
4333,201,AL8123387558421364,AL7945956455765098,330.01,EUR,Isaiah Parsons,True,ALLOWED,0.096,2025-07-13 17:23:16.998736,0
4334,421,AL1264174169513599,AL6224271835137215,12380.74,USD,Sandra Stephens,True,BLOCKED,0.686,2025-07-09 12:55:01.998736,1
4335,315,AL1482903361262883,AL2053329642880960,747.11,EUR,Karen Elliott,False,ALLOWED,0.322,2025-07-01 08:51:56.999735,0
4336,346,AL6161973400506315,AL7404409234877288,4.53,ALL,Natasha Fields DDS,False,ALLOWED,0.019,2026-01-06 00:43:08.999735,0
4337,245,AL4987087358950660,AL8310318999534284,54.39,ALL,Stephanie Gomez,False,ALLOWED,0.04,2025-09-21 06:17:28.000738,0
4338,444,AL7414851194630463,AL6530787464332961,150.34,ALL,Cynthia Juarez,False,REQUIRE_2FA,0.075,2026-05-10 06:13:32.000738,0
4339,115,AL3336714042343378,AL2344113978145443,229.15,ALL,Roger Hansen,False,ALLOWED,0.1,2025-08-09 19:26:51.001734,0
4340,99,AL2255477272403947,AL6970003393082978,638.04,ALL,Kevin Berry,False,ALLOWED,0.216,2026-05-20 18:01:23.001734,0
4341,222,AL8485568150488235,AL7672449230198275,4680.79,CHF,Carl Booth,True,REQUIRE_2FA,0.873,2025-08-03 01:57:45.002785,1
4342,25,AL4211655756084187,AL8264178511455252,62.67,ALL,Nicole Jimenez,False,ALLOWED,0.171,2026-03-09 15:19:35.002785,0
4343,442,AL5818486170288030,AL5020667136880408,63.83,ALL,Ryan Davis,False,ALLOWED,0.114,2025-07-01 08:49:37.002785,0
4344,495,AL6549896311931205,AL4470778975438350,136.41,ALL,Alexis Hamilton,False,HELD,0.12,2025-11-01 22:15:45.003803,0
4345,3,AL8226618180777647,AL1740281450195214,72.74,ALL,Holly Porter,True,ALLOWED,0.176,2026-05-15 08:05:45.003803,0
4346,5,AL4831301077647195,AL3584313119048911,352.38,ALL,Samantha Hernandez,False,ALLOWED,0.057,2026-05-04 14:55:56.004799,0
4347,85,AL7677944618763346,AL9286916030486343,473.76,ALL,Nicholas Vaughan,False,ALLOWED,0.281,2025-08-29 16:45:21.004799,0
4348,58,AL4695351069850942,AL6883031519629741,483.94,EUR,Carmen Mcdonald,False,REQUIRE_2FA,0.108,2025-05-28 06:34:15.005802,0
4349,109,AL6182861715998453,AL0515564467834351,389.55,ALL,Charles Wiley,True,ALLOWED,0.225,2025-10-09 18:57:38.005802,0
4350,492,AL3694131470726876,AL0487701221917562,337.34,ALL,Thomas Castillo,False,ALLOWED,0.203,2025-09-09 20:43:44.006802,0
4351,39,AL0032503496834489,AL1889277789401880,55.26,EUR,Ashley Mitchell,False,ALLOWED,0.244,2025-10-17 07:30:37.006802,0
4352,3,AL8226618180777647,AL1502345837972624,0.67,USD,Annette Faulkner,True,REQUIRE_2FA,0.922,2025-09-24 00:53:24.007859,1
4353,178,AL7585007030351490,AL7104564593454995,59.62,GBP,Shelly Burton,True,ALLOWED,0.127,2026-01-19 09:21:11.007859,0
4354,223,AL0235257801096575,AL2730510125920132,401.44,ALL,Elizabeth Griffith,False,ALLOWED,0.076,2025-09-30 14:50:32.007859,0
